CellID,CD3,Vimentin,aSMA,Ecad,Ki67,CD45,CK14,CK19,CK17,PCNA,PanCK,CD31,cross_cluster,x,y,cell_type_tumor
7827,0.6081778116339743,0.5848301587852198,0.4453596307457134,0.4726117547656323,0.2564258508732713,0.6562906803904907,0.4431528201389688,0.5082203482696079,0.5250493547395133,0.4572299036125852,0.3825146730248712,0.3171980524642048,Macrophages,1494.3478260869565,1690.1014492753625,aSMA+ Stroma
7828,0.510536817522943,0.7182996002955626,0.3462769989764494,0.4887057330251137,0.6172322313805103,0.6743549096610394,0.4589891336197588,0.5124537112210469,0.5387944908911707,0.540597580398949,0.3930981649126954,0.4567888262343999,CD163+ Macrophages,1495.6630434782608,1703.141304347826,Proliferative Epithelial
7829,0.5546081390545667,0.4681342092275511,0.3191427121900941,0.6283719871443827,0.1988651433939493,0.4004341679588459,0.443510828904971,0.8640512877280001,0.6724918654748658,0.5228320543759389,0.8372015156226635,0.1508329419599077,Basal Epithelial,1469.6967741935484,361.60967741935485,Basal Epithelial
7832,0.5654890000101467,0.6867149699558581,0.4182446765350686,0.548795691106885,0.2670339797982023,0.5030915643374756,0.4406328240090226,0.5963186794165535,0.5310934034974778,0.4508082115430394,0.5262345879850413,0.925558836934654,Endothelial,1483.2328767123288,1091.2054794520548,Endothelial
7835,0.4462823524881102,0.7450453782833952,0.547925921599149,0.3800739906291345,0.3525421923325583,0.6878123720900725,0.4451448226781657,0.5148168965043353,0.5094836789088676,0.6258490742793583,0.3806159334240029,0.5144496495268726,CD163+ Macrophages,1474.0746268656717,566.8059701492538,Proliferative Epithelial
7837,0.7235153416078571,0.5701877071763802,0.3153357849102355,0.6797834803901577,0.247267077907778,0.4910820020363585,0.4597830001786533,0.9407328573106896,0.5698368619391986,0.5337333825773171,0.9268713552563104,0.1423731709080309,Epithelial,1488.7179487179487,1374.482051282051,Basal Epithelial
7838,0.5098520342779275,0.4452726719150738,0.3944199458449008,0.607393118307991,0.4417199481126387,0.4093174675093101,0.5108463403196738,0.754265444722805,0.5142280570969072,0.7354579348416839,0.7615033789438711,0.1297167707927472,Proliferative Basal Epithelial,1494.173184357542,1539.0167597765362,Proliferative Basal Epithelial
7840,0.8043826623039512,0.7212004712359429,0.2882787618342134,0.7362829993639723,0.2474561739989857,0.471608569255847,0.4557974371525332,0.9488702119638408,0.552067912921434,0.4576673760968722,0.9373137275399536,0.1335246005322141,Basal Epithelial,1482.15,880.55,Basal Epithelial
7843,0.6197633636120775,0.7278674198634617,0.3566037518321422,0.4950092546331905,0.2828165389768314,0.559394399011176,0.4626125923340697,0.506048674810251,0.5347940911333031,0.48115281776551,0.3817573820472049,0.5767018623427812,Endothelial,1494.63,1663.49,Endothelial
7846,0.5172835353645527,0.4292049707630243,0.3128131518438908,0.6820190444412499,0.2254229963565287,0.405572448449932,0.4094591109792555,0.7707967679609697,0.5337335024444823,0.490131847327019,0.8121398240759438,0.116358910072716,Epithelial,1508.7222222222222,2276.534722222222,Proliferative Epithelial
7848,0.5657463991805638,0.7622655787005693,0.5192887141250045,0.4908797955661251,0.2510580440542695,0.5700174791691727,0.4426872642986643,0.507465933104847,0.4985277630476528,0.4844695910076316,0.4057866295838508,0.4026467603507803,Macrophages,1505.9405940594058,2163.653465346534,aSMA+ Stroma
7851,0.6666702735407919,0.6710732016003521,0.2342482045576006,0.7095465057750938,0.1720292438663734,0.3927038774563187,0.4023189202234748,0.9068656399976408,0.5022754664657274,0.4383268137582365,0.8842564630797882,0.1436289962630514,Epithelial,1475.451612903226,424.5806451612903,Epithelial
7852,0.7745055406356816,0.6547381535313018,0.5432694913405733,0.5210445353732356,0.2037939933310024,0.8365416760090982,0.4385253117310294,0.6361473204819853,0.5256995777638861,0.4469195893326717,0.5707727730056985,0.3204343794261558,CD8+ T-cells,1475.9555555555555,532.4,Basal Epithelial
7853,0.8028787981089351,0.5984921453986622,0.2996406508425863,0.70654956360728,0.287697242526789,0.4429302477148108,0.448030198384305,0.8633337596123967,0.5404513910481564,0.4837977596309644,0.8518210598940235,0.2588851764012936,Epithelial,1482.1024390243902,782.8146341463415,Basal Epithelial
7854,0.9859968845518348,0.6463819528719936,0.2946906427502992,0.7703187203321571,0.2899372139333489,0.7619129684664034,0.4937169973562562,0.9174451651428072,0.5915824144742645,0.5106340775561429,0.8784920864571589,0.1358513933602197,Epithelial,1482.7162162162165,897.6216216216217,Basal Epithelial
7855,0.9552905415548752,0.5351703206850593,0.2886537351178791,0.7452535305366951,0.2983119043369835,0.6676439569443482,0.4628527751792598,0.905849422105246,0.6064276021386309,0.5213375110735152,0.8768496860675504,0.1348003287411971,Epithelial,1482.9767441860463,905.4651162790698,Basal Epithelial
7863,0.3914760573914834,0.7639750786241343,0.3480456827171009,0.4326967969492963,0.2308102104030335,0.5792088345131171,0.4087999566253352,0.5575755359659912,0.5047779630299206,0.4725915509115856,0.5201280910361322,0.5497084884831599,Macrophages,1501.561403508772,1881.298245614035,Endothelial
7864,0.7409329114158447,0.4861951785037743,0.3923570428699341,0.5949576789653408,0.4296570470055899,0.4356026484220396,0.4497497713818163,0.8120671908206908,0.5067719781099027,0.7187399287980495,0.7776555370900456,0.1611694380889899,Proliferative Basal Epithelial,1479.46875,632.7604166666666,Proliferative Epithelial
7866,0.8949949297950857,0.5312752666219176,0.2599326619767247,0.7706682356501887,0.2493027149198995,0.4565019253689226,0.4015118107088706,0.9355069820245008,0.5302717990826654,0.4575268737027891,0.9271966137637264,0.1753676997900376,Basal Epithelial,1496.2051282051282,1448.2051282051282,Basal Epithelial
7867,0.4680756508739874,0.6441578267986073,0.38108384489962,0.4630144410710607,0.2660878679475111,0.7218525533317216,0.4261674515281828,0.5117420533693012,0.5313849760270076,0.394240596807394,0.3841705579065893,0.3317401183899666,CD163+ Macrophages,1498.7619047619048,1695.3809523809523,Endothelial
7868,0.4058389619121479,0.3676320157949665,0.3231715032326898,0.6114871778182622,0.2316299851034709,0.3740485403550178,0.4165596305647923,0.8536679980243846,0.5475229294404753,0.4981003161531544,0.896752596480614,0.1158837903070129,Epithelial,1506.257234726688,2048.733118971061,Epithelial
